age,name,selling_price,km_driven,transmission,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,owner_encoded,fuel_CNG,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol
13,900000.0,1000000,90000,0,0,1,0,1.0,0,1,0,0,0
23,59000.0,68000,70000,1,0,1,0,0.0,0,0,0,0,1
7,517857.14285714284,500000,26500,1,0,1,0,0.0,0,0,0,0,1
4,473912.54207436397,1050000,10000,1,0,1,0,0.0,0,1,0,0,0
7,1000000.0,900000,50000,1,0,1,0,0.0,0,1,0,0,0
17,115655.10344827586,100000,52000,1,0,1,0,1.0,0,0,0,0,1
11,457777.77777777775,300000,90000,1,0,1,0,0.0,0,1,0,0,0
13,128333.33333333333,140000,60000,1,0,1,0,1.0,0,1,0,0,0
6,455000.0,550000,35000,1,0,1,0,0.0,0,0,0,0,1
12,705625.0,650000,71042,1,1,0,0,0.0,0,1,0,0,0
12,1090000.0,1025000,167870,1,1,0,0,1.0,0,1,0,0,0
13,199000.0,195000,133564,1,1,0,0,0.0,0,1,0,0,0
11,2000000.0,1490000,40000,0,1,0,0,0.0,0,1,0,0,0
6,1195000.0,1140000,23038,0,0,0,1,0.0,0,0,0,0,1
13,193272.72727272726,95000,70000,1,0,1,0,0.0,0,1,0,0,0
7,473912.54207436397,3050000,30000,0,0,1,0,0.0,0,1,0,0,0
7,561800.0,585000,43608,1,0,0,1,0.0,0,0,0,0,1
6,473912.54207436397,825000,11212,0,0,0,1,0.0,0,0,0,0,1
11,473912.54207436397,280000,52000,1,1,0,0,0.0,0,1,0,0,0
8,700000.0,725000,49217,1,0,0,1,0.0,0,0,0,0,1
9,293333.3333333333,300000,90000,1,0,1,0,0.0,0,1,0,0,0
9,408333.3333333333,375000,70000,1,0,1,0,0.0,0,0,0,0,1
21,473912.54207436397,310000,90000,1,0,1,0,3.0,0,0,0,0,1
13,274444.44444444444,375000,190000,1,0,1,0,2.0,0,1,0,0,0
8,2495000.0,1950000,106000,0,0,1,0,0.0,0,1,0,0,0
12,291000.0,400000,80000,1,0,1,0,1.0,0,1,0,0,0
10,490333.3333333333,550000,80000,1,0,1,0,1.0,0,1,0,0,0
6,331250.0,270000,20000,1,0,1,0,0.0,0,0,0,0,1
12,625250.0,555000,110000,1,0,1,0,1.0,0,1,0,0,0
11,473912.54207436397,500000,60000,1,0,1,0,1.0,0,1,0,0,0
14,473912.54207436397,400000,130000,0,0,1,0,1.0,0,1,0,0,0
7,238749.75,280000,28838,1,0,1,0,0.0,0,0,0,0,1
16,87461.53846153847,80000,200000,1,0,1,0,0.0,0,0,0,0,1
18,66400.0,55000,100000,1,0,1,0,0.0,0,1,0,0,0
10,210000.0,250000,50000,1,0,1,0,0.0,0,0,0,0,1
14,300000.0,250000,190000,1,0,1,0,3.0,0,1,0,0,0
17,200000.0,95000,100000,1,0,1,0,1.0,0,1,0,0,0
10,767000.0,725000,135000,1,0,1,0,1.0,0,1,0,0,0
9,580714.2857142857,320000,50000,1,0,1,0,2.0,0,1,0,0,0
10,900000.0,1200000,135000,0,0,1,0,2.0,0,1,0,0,0
12,187363.63636363635,160000,50000,1,0,1,0,0.0,0,1,0,0,0
6,599200.0,790000,19571,1,1,0,0,0.0,0,1,0,0,0
6,473912.54207436397,1200000,29600,1,1,0,0,0.0,0,0,0,0,1
13,470000.0,175000,70000,1,0,1,0,0.0,0,0,0,0,1
6,473912.54207436397,950000,15000,0,0,1,0,0.0,0,1,0,0,0
5,473912.54207436397,340000,50000,1,0,1,0,0.0,0,0,0,0,1
7,473912.54207436397,825000,13500,1,0,1,0,0.0,0,1,0,0,0
6,473912.54207436397,3100000,22000,0,0,1,0,0.0,0,0,0,0,1
6,785000.0,780000,25000,1,1,0,0,0.0,0,1,0,0,0
14,473912.54207436397,350000,80000,0,0,1,0,2.0,0,0,0,0,1
6,473912.54207436397,690000,39000,1,1,0,0,0.0,0,0,0,0,1
8,230833.25,245000,60000,1,0,1,0,0.0,0,0,0,0,1
6,780000.0,790000,49000,1,1,0,0,0.0,0,1,0,0,0
6,712500.0,680000,48600,1,1,0,0,0.0,0,0,0,0,1
7,526666.6666666666,540000,20000,1,0,1,0,1.0,0,0,0,0,1
8,450000.0,425000,25000,1,0,1,0,0.0,0,0,0,0,1
16,180000.0,140000,120000,1,0,1,0,0.0,0,0,0,0,1
5,473912.54207436397,1100000,30000,1,0,1,0,0.0,0,1,0,0,0
9,597500.0,715000,35000,1,0,1,0,0.0,0,1,0,0,0
9,1275000.0,1750000,127643,0,1,0,0,0.0,0,1,0,0,0
6,385000.0,400000,54000,1,1,0,0,1.0,0,0,0,0,1
10,1735000.0,1750000,102354,0,1,0,0,0.0,0,1,0,0,0
10,473912.54207436397,1850000,62237,0,1,0,0,0.0,0,0,0,0,1
19,106250.0,114999,90000,1,1,0,0,1.0,0,0,0,0,1
6,651875.0,950000,21394,1,1,0,0,0.0,0,1,0,0,0
9,225000.0,310000,32686,1,1,0,0,0.0,0,0,0,0,1
18,473912.54207436397,575000,1001,1,1,0,0,0.0,0,1,0,0,0
7,420000.0,490000,22000,1,1,0,0,0.0,0,1,0,0,0
7,345000.0,480000,53261,1,1,0,0,0.0,0,0,0,0,1
8,473912.54207436397,3500000,53000,0,1,0,0,0.0,0,1,0,0,0
6,335000.0,370000,10000,1,1,0,0,0.0,0,0,0,0,1
7,697142.8571428572,835000,14000,1,1,0,0,0.0,0,1,0,0,0
7,670000.0,650000,44000,1,1,0,0,0.0,0,0,0,0,1
10,451666.5,670000,39895,1,1,0,0,0.0,0,1,0,0,0
7,499666.6666666667,950000,73000,0,1,0,0,0.0,0,1,0,0,0
10,473912.54207436397,690000,17000,1,1,0,0,0.0,0,0,0,0,1
7,650000.0,670000,18591,1,1,0,0,0.0,0,0,0,0,1
7,800000.0,925000,26766,1,1,0,0,0.0,0,1,0,0,0
9,250624.875,250000,30000,1,0,1,0,0.0,0,0,0,0,1
8,250000.0,509999,42000,1,0,1,0,0.0,0,1,0,0,0
10,660000.0,520000,110000,1,0,1,0,0.0,0,1,0,0,0
19,45000.0,100000,100000,1,0,1,0,0.0,0,1,0,0,0
18,60400.0,85000,300000,1,0,1,0,1.0,0,1,0,0,0
15,131666.66666666666,130000,110000,1,0,1,0,2.0,0,1,0,0,0
6,651875.0,950000,27620,1,1,0,0,0.0,0,1,0,0,0
9,590000.0,450000,70000,1,0,1,0,0.0,0,0,0,0,1
12,387500.0,320000,50000,1,0,1,0,1.0,0,0,0,0,1
9,493566.0,480000,50000,1,0,1,0,0.0,0,1,0,0,0
10,473912.54207436397,2490000,46000,0,0,1,0,0.0,0,1,0,0,0
12,800000.0,790000,82000,1,0,1,0,0.0,0,1,0,0,0
8,196000.0,120000,120000,1,0,1,0,0.0,0,0,0,0,1
18,125926.80487804877,75000,80000,1,0,1,0,2.0,0,0,0,0,1
14,86000.0,99000,70000,1,0,1,0,0.0,0,0,0,0,1
6,800000.0,1015000,20000,1,0,1,0,0.0,0,1,0,0,0
11,350000.0,250000,200000,1,0,1,0,1.0,0,1,0,0,0
13,473912.54207436397,520000,120000,1,0,1,0,0.0,0,1,0,0,0
6,473912.54207436397,1100000,30000,0,0,1,0,0.0,0,1,0,0,0
19,875000.0,200000,223000,1,0,1,0,0.0,0,1,0,0,0
8,492716.9433962264,525000,60000,1,0,1,0,0.0,0,1,0,0,0
8,458333.3333333333,500000,40000,1,0,1,0,0.0,0,0,0,0,1
8,750000.0,675000,161327,1,0,1,0,0.0,0,1,0,0,0
15,206666.66666666666,150000,60000,1,0,1,0,2.0,0,0,0,0,1
17,254166.66666666666,250000,50000,1,0,1,0,0.0,0,1,0,0,0
6,511500.0,450000,6000,1,0,1,0,0.0,0,0,0,0,1
15,150000.0,150000,68000,1,0,1,0,1.0,0,0,0,0,1
12,183727.27272727274,200000,85000,1,0,1,0,0.0,0,1,0,0,0
13,460000.0,525000,70000,0,0,1,0,0.0,0,1,0,0,0
14,230909.0,180000,100000,1,0,1,0,1.0,0,1,0,0,0
9,348333.3333333333,475000,110000,1,0,1,0,0.0,0,1,0,0,0
14,508333.3333333333,380000,195000,0,0,1,0,1.0,0,1,0,0,0
9,238272.25531914894,285000,46000,1,0,1,0,1.0,0,0,0,0,1
16,146923.0,91200,60000,1,0,1,0,1.0,0,0,0,0,1
9,392999.8,400000,42000,1,0,1,0,0.0,0,1,0,0,0
18,125000.0,160000,90000,0,0,1,0,1.0,0,0,0,0,1
12,473912.54207436397,650000,85000,1,0,1,0,1.0,0,1,0,0,0
12,488749.8333333333,409999,120000,1,0,1,0,2.0,0,1,0,0,0
11,577727.2727272727,425000,72000,1,0,1,0,0.0,0,1,0,0,0
11,257500.0,250000,71000,1,0,1,0,1.0,1,0,0,0,0
15,284999.8,200000,110000,1,0,1,0,3.0,0,0,0,0,1
14,272500.0,130000,144000,1,0,1,0,3.0,0,1,0,0,0
7,374200.0,260000,30000,1,1,0,0,0.0,0,0,0,0,1
17,473912.54207436397,155000,65000,1,1,0,0,0.0,0,0,0,0,1
9,667200.0,450000,38000,1,0,1,0,0.0,0,1,0,0,0
12,473912.54207436397,220000,90000,1,0,1,0,1.0,0,0,0,0,1
6,473912.54207436397,650000,37000,1,1,0,0,0.0,0,1,0,0,0
6,238272.25531914894,285000,30000,1,1,0,0,0.0,0,0,0,0,1
6,473912.54207436397,725000,26000,0,1,0,0,0.0,0,0,0,0,1
8,800000.0,625000,30000,1,1,0,0,0.0,0,0,0,0,1
8,473912.54207436397,550000,23000,1,1,0,0,0.0,0,0,0,0,1
12,233124.875,240000,40000,1,1,0,0,0.0,0,0,0,0,1
10,516666.6666666667,600000,27000,1,1,0,0,0.0,0,1,0,0,0
12,275908.9090909091,350000,65000,1,1,0,0,0.0,0,1,0,0,0
9,250937.375,245000,32000,1,1,0,0,0.0,0,0,0,0,1
8,473912.54207436397,600000,56000,1,1,0,0,0.0,0,1,0,0,0
7,2675000.0,2400000,30000,0,0,1,0,0.0,0,1,0,0,0
10,473912.54207436397,620000,80000,1,1,0,0,0.0,0,1,0,0,0
10,381500.0,395000,52000,1,1,0,0,1.0,0,0,0,0,1
10,473912.54207436397,635000,13250,1,1,0,0,0.0,0,0,0,0,1
13,112896.4827586207,180000,36000,1,1,0,0,0.0,0,0,0,0,1
9,473912.54207436397,484999,73000,1,1,0,0,1.0,0,1,0,0,0
20,115310.27586206897,110000,60000,1,0,1,0,0.0,0,0,0,0,1
18,133749.75,150000,60000,1,0,1,0,1.0,0,0,0,0,1
12,473912.54207436397,400000,110000,1,0,1,0,0.0,0,1,0,0,0
12,200000.0,200000,70000,1,0,1,0,1.0,0,1,0,0,0
11,535000.0,302000,60000,1,0,1,0,1.0,0,1,0,0,0
13,473912.54207436397,215000,90000,1,0,1,0,3.0,0,1,0,0,0
20,132499.75,155000,80000,1,0,1,0,1.0,0,0,0,0,1
10,764200.0,1000000,101000,1,0,1,0,1.0,0,1,0,0,0
6,695300.0,550000,44000,1,0,1,0,0.0,0,1,0,0,0
18,158222.22222222222,200000,45000,1,0,1,0,0.0,0,0,0,0,1
7,712500.0,750000,120000,1,0,1,0,0.0,0,1,0,0,0
19,76800.0,90000,90000,1,0,1,0,1.0,0,0,0,0,1
17,145550.0,80000,120000,1,0,1,0,1.0,0,0,0,0,1
11,212499.75,229999,13500,1,0,1,0,0.0,0,0,0,0,1
7,336538.46153846156,350000,10000,1,0,1,0,0.0,0,0,0,0,1
9,396666.6666666667,325000,25000,1,0,1,0,2.0,0,0,0,0,1
6,492499.5,450000,8500,1,0,1,0,0.0,0,0,0,0,1
12,285000.0,250000,120000,1,0,1,0,0.0,0,1,0,0,0
12,350000.0,225000,120000,1,0,1,0,0.0,0,1,0,0,0
15,124097.53658536586,150000,90246,1,0,1,0,2.0,0,0,0,0,1
16,118571.42857142857,110000,90000,1,0,1,0,1.0,0,0,0,0,1
14,142399.92307692306,150000,40000,1,0,1,0,1.0,0,0,0,0,1
7,517000.0,610000,32000,1,0,1,0,1.0,0,1,0,0,0
11,473912.54207436397,170000,60400,1,0,1,0,0.0,0,1,0,0,0
16,206000.0,150000,70950,1,0,1,0,1.0,0,1,0,0,0
9,396250.0,375000,72000,1,0,1,0,0.0,0,1,0,0,0
11,381045.45454545453,390000,90000,1,0,1,0,0.0,0,1,0,0,0
7,605000.0,600000,10000,1,0,1,0,0.0,0,0,0,0,1
10,239974.40425531915,204999,25000,1,0,1,0,1.0,0,0,0,0,1
15,182000.0,270000,80000,1,0,1,0,1.0,0,1,0,0,0
7,372000.0,375000,10000,1,0,1,0,0.0,0,0,0,0,1
4,725000.0,700000,1100,1,0,1,0,0.0,0,0,0,0,1
7,495000.0,455000,40000,1,0,1,0,0.0,0,0,0,0,1
7,279999.6666666667,375000,10000,1,0,1,0,0.0,0,0,0,0,1
10,516666.6666666667,341000,31491,1,0,1,0,0.0,0,0,0,0,1
10,498849.0188679245,200000,107143,1,0,1,0,1.0,0,1,0,0,0
7,473912.54207436397,450000,15000,0,0,1,0,0.0,0,0,0,0,1
12,195000.0,170000,50000,1,0,1,0,1.0,0,0,0,0,1
7,1800000.0,1900000,100000,1,0,1,0,0.0,0,1,0,0,0
8,473912.54207436397,500000,60000,1,0,1,0,0.0,0,1,0,0,0
8,910000.0,819999,85000,1,0,1,0,0.0,0,1,0,0,0
10,245666.66666666666,351000,40000,1,0,1,0,1.0,0,0,0,0,1
13,191666.66666666666,195000,80000,1,0,1,0,1.0,0,0,0,0,1
16,288333.3333333333,250000,82000,1,0,1,0,1.0,0,1,0,0,0
16,95000.0,120000,70000,1,0,1,0,1.0,0,0,0,0,1
15,145000.0,180000,70000,1,0,1,0,2.0,0,0,0,0,1
8,473912.54207436397,430000,20000,1,0,1,0,0.0,0,1,0,0,0
12,75000.0,75000,35000,1,0,1,0,1.0,0,0,0,0,1
7,517500.0,750000,80000,1,0,1,0,0.0,0,1,0,0,0
13,78333.33333333333,60000,40000,1,0,1,0,0.0,0,0,0,0,1
9,1051250.0,1500000,46412,1,0,1,0,0.0,0,1,0,0,0
13,430000.0,390000,150000,1,0,1,0,3.0,0,1,0,0,0
8,473912.54207436397,630000,50000,1,0,1,0,0.0,0,1,0,0,0
6,869999.0,1085000,15000,1,0,1,0,0.0,0,1,0,0,0
12,193333.33333333334,190000,60000,1,0,1,0,1.0,0,0,0,0,1
6,560000.0,550000,25000,0,0,1,0,0.0,0,0,0,0,1
12,240080.7659574468,200000,90000,1,0,1,0,2.0,0,0,0,0,1
13,149000.0,165000,60000,1,0,1,0,0.0,0,0,0,0,1
11,231250.0,260000,65000,1,0,1,0,0.0,0,1,0,0,0
13,113896.4827586207,151000,40000,1,0,1,0,0.0,0,0,0,0,1
6,749666.6666666666,780000,50000,1,0,1,0,0.0,0,1,0,0,0
12,146400.0,175000,80000,1,0,1,0,2.0,0,1,0,0,0
14,189333.33333333334,170000,107500,1,1,0,0,0.0,0,1,0,0,0
11,182666.66666666666,210000,135000,1,1,0,0,1.0,0,1,0,0,0
17,125560.9512195122,90000,43826,1,1,0,0,1.0,0,0,0,0,1
8,560000.0,535000,55838,1,1,0,0,0.0,0,0,0,0,1
17,456407.3703703704,195000,112880,1,1,0,0,0.0,0,1,0,0,0
13,473912.54207436397,140000,90000,1,0,1,0,2.0,0,1,0,0,0
12,360000.0,350000,40000,1,0,1,0,0.0,0,0,0,0,1
11,565000.0,425000,66000,1,0,1,0,0.0,0,0,0,0,1
7,340384.6153846154,300000,30300,1,0,1,0,0.0,0,0,0,0,1
11,300000.0,340000,85000,1,0,1,0,1.0,0,1,0,0,0
15,274999.8,250000,80659,1,1,0,0,0.0,0,0,0,0,1
16,200000.0,170000,81324,1,1,0,0,0.0,0,0,0,0,1
11,375000.0,315000,127884,1,1,0,0,0.0,0,1,0,0,0
9,235000.0,200000,50000,1,0,1,0,0.0,0,0,0,0,1
8,185000.0,300000,25000,1,0,1,0,0.0,0,0,0,0,1
9,377500.0,300000,66755,1,1,0,0,0.0,0,1,0,0,0
11,473912.54207436397,380000,123084,1,1,0,0,0.0,0,0,0,0,1
15,210000.0,250000,806599,1,1,0,0,0.0,0,0,0,0,1
11,375833.3333333333,310000,95851,1,1,0,0,0.0,0,1,0,0,0
14,473912.54207436397,260000,50000,1,0,1,0,0.0,0,0,0,0,1
16,473912.54207436397,150000,50000,1,0,1,0,1.0,0,0,0,0,1
18,117500.0,85000,60000,1,0,1,0,1.0,0,0,0,0,1
9,238378.63829787233,280000,15000,1,0,1,0,1.0,0,0,0,0,1
8,473912.54207436397,850000,40000,1,0,1,0,0.0,0,1,0,0,0
7,282500.0,375000,20000,1,0,1,0,1.0,0,0,0,0,1
18,473912.54207436397,125000,120000,1,0,1,0,2.0,0,1,0,0,0
12,195384.61538461538,250000,110000,1,0,1,0,0.0,0,1,0,0,0
10,825000.0,715000,234000,1,0,1,0,0.0,0,1,0,0,0
13,473912.54207436397,220000,70000,1,0,1,0,0.0,0,1,0,0,0
14,122500.0,110000,110000,1,0,1,0,1.0,0,1,0,0,0
17,473912.54207436397,150000,84000,1,0,1,0,1.0,0,0,0,0,1
12,387500.0,300000,170000,1,0,1,0,0.0,0,1,0,0,0
7,222499.75,220000,40000,1,0,1,0,0.0,0,0,0,0,1
18,60000.0,75000,96000,1,0,1,0,1.0,0,0,0,0,1
15,148571.42857142858,100000,20000,1,0,1,0,0.0,0,1,0,0,0
8,540000.0,380000,15000,1,0,1,0,0.0,0,0,0,0,1
17,473912.54207436397,100000,50000,1,0,1,0,0.0,0,0,0,0,1
14,473912.54207436397,480000,80000,1,0,1,0,1.0,0,0,0,0,1
12,455833.1666666667,300000,124000,1,0,1,0,0.0,0,1,0,0,0
11,184636.36363636365,190000,70000,1,0,1,0,0.0,0,1,0,0,0
12,202500.0,190000,130000,1,0,1,0,1.0,0,1,0,0,0
7,473912.54207436397,650000,19014,1,1,0,0,0.0,0,0,0,0,1
15,473912.54207436397,300000,23262,1,1,0,0,0.0,0,0,0,0,1
8,473912.54207436397,700000,29600,1,1,0,0,0.0,0,1,0,0,0
9,301666.3333333333,310000,35925,1,1,0,0,0.0,0,0,0,0,1
6,473912.54207436397,500000,12000,1,0,1,0,0.0,0,0,0,0,1
11,262000.0,415000,40771,1,1,0,0,0.0,0,0,0,0,1
9,432500.0,395000,30500,0,1,0,0,1.0,0,0,0,0,1
10,473912.54207436397,430000,42000,1,1,0,0,1.0,0,0,0,0,1
17,473912.54207436397,215000,55800,1,1,0,0,1.0,0,0,0,0,1
10,473912.54207436397,550000,66569,1,1,0,0,0.0,0,1,0,0,0
10,220000.0,415000,81358,1,1,0,0,0.0,0,1,0,0,0
9,473912.54207436397,450000,82695,1,1,0,0,0.0,0,1,0,0,0
10,248571.2857142857,285000,68293,1,1,0,0,1.0,0,1,0,0,0
8,473912.54207436397,580000,32000,0,1,0,0,0.0,0,0,0,0,1
10,473912.54207436397,300000,190621,1,1,0,0,0.0,0,1,0,0,0
6,1186250.0,1200000,60000,1,0,1,0,0.0,0,1,0,0,0
18,473912.54207436397,78000,64700,1,0,1,0,0.0,0,0,0,0,1
8,325000.0,400000,88470,1,0,1,0,0.0,0,1,0,0,0
8,1030000.0,850000,75000,1,0,1,0,0.0,0,1,0,0,0
11,308000.0,450000,120000,1,0,1,0,1.0,0,1,0,0,0
12,473912.54207436397,2500000,35000,0,0,1,0,0.0,0,1,0,0,0
7,630000.0,780000,70000,1,0,1,0,0.0,0,1,0,0,0
7,2800000.0,3200000,57000,0,0,1,0,0.0,0,1,0,0,0
4,222083.25,350000,1000,1,0,1,0,0.0,0,0,0,0,1
11,277333.3333333333,285000,120000,1,0,1,0,1.0,0,1,0,0,0
9,500000.0,525000,98000,1,1,0,0,0.0,0,1,0,0,0
10,473912.54207436397,550000,90000,1,1,0,0,1.0,0,1,0,0,0
6,590000.0,580000,70000,1,0,1,0,0.0,0,1,0,0,0
11,110000.0,75000,25000,1,0,1,0,2.0,0,0,0,0,1
15,473912.54207436397,185000,60000,1,0,1,0,2.0,0,1,0,0,0
17,85000.0,110000,90000,1,0,1,0,3.0,0,0,0,0,1
20,112500.0,180000,200000,1,0,1,0,1.0,0,0,0,0,1
14,225000.0,350000,110000,1,0,1,0,1.0,0,1,0,0,0
19,473912.54207436397,60000,126000,1,0,1,0,1.0,0,0,0,0,1
6,473912.54207436397,695000,70000,1,0,1,0,0.0,0,1,0,0,0
5,473912.54207436397,2700000,5000,0,0,1,0,0.0,0,1,0,0,0
17,473912.54207436397,135000,74183,1,0,1,0,1.0,0,0,0,0,1
9,535000.0,640000,70000,1,0,1,0,1.0,0,1,0,0,0
10,237916.58333333334,160000,90000,1,0,1,0,0.0,0,0,0,0,1
20,473912.54207436397,80000,46000,1,0,1,0,1.0,0,0,0,0,1
11,496207.5094339623,340000,110000,1,0,1,0,1.0,0,1,0,0,0
12,245444.44444444444,110000,80000,1,0,1,0,1.0,0,1,0,0,0
11,509999.0,250000,90000,1,0,1,0,1.0,0,1,0,0,0
7,1635000.0,1300000,70000,1,0,1,0,0.0,0,1,0,0,0
10,283166.6666666667,250000,1,1,0,1,0,1.0,0,1,0,0,0
15,457999.8,450000,192000,1,0,1,0,0.0,0,1,0,0,0
11,222500.0,240000,70000,1,0,1,0,3.0,0,0,0,0,1
17,152500.0,225000,120000,1,0,1,0,1.0,0,1,0,0,0
9,272500.0,275000,60000,1,0,1,0,1.0,0,0,0,0,1
12,473912.54207436397,320000,120000,1,0,1,0,1.0,0,1,0,0,0
16,123571.42857142857,75000,120000,1,0,1,0,0.0,0,0,0,0,1
17,87076.92307692308,85000,50000,1,0,1,0,1.0,0,0,0,0,1
15,116666.66666666667,90000,120000,1,0,1,0,0.0,0,1,0,0,0
17,145300.0,85000,80000,1,0,1,0,1.0,0,0,0,0,1
16,521666.6666666667,350000,80000,1,0,1,0,1.0,0,1,0,0,0
15,666666.6666666666,355000,100000,0,0,1,0,1.0,0,1,0,0,0
4,503888.8888888889,619000,1500,1,0,1,0,0.0,0,0,0,0,1
6,1490000.0,1700000,50000,1,0,1,0,0.0,0,1,0,0,0
18,473912.54207436397,55000,100000,1,0,1,0,1.0,0,1,0,0,0
18,81000.0,95000,83411,1,0,1,0,0.0,0,0,0,0,1
13,338000.0,300000,120000,1,0,1,0,1.0,0,1,0,0,0
18,95000.0,81000,83411,1,0,1,0,0.0,0,0,0,0,1
9,451666.6666666667,1000000,80000,0,0,1,0,1.0,0,1,0,0,0
5,534399.9,925000,50000,1,0,1,0,0.0,0,1,0,0,0
9,562142.8571428572,450000,40000,1,0,1,0,0.0,0,1,0,0,0
10,500000.0,600000,13270,1,0,1,0,0.0,0,1,0,0,0
18,473912.54207436397,85000,100000,0,0,1,0,2.0,0,0,0,0,1
8,473912.54207436397,700000,50000,1,0,1,0,0.0,0,1,0,0,0
7,515000.0,486000,26500,1,0,1,0,0.0,0,0,0,0,1
11,380590.9090909091,400000,90000,1,0,1,0,0.0,0,1,0,0,0
16,473912.54207436397,120000,100000,1,0,1,0,2.0,0,0,0,0,1
6,238485.02127659574,275000,35000,1,0,1,0,0.0,0,0,0,0,1
8,610000.0,580000,57000,1,0,1,0,0.0,0,1,0,0,0
9,473912.54207436397,375000,70000,1,0,1,0,0.0,0,0,0,0,1
9,290000.0,229999,100000,1,0,1,0,2.0,0,0,0,0,1
14,115310.27586206897,110000,88000,1,0,1,0,1.0,0,0,0,0,1
7,491301.8490566038,600000,60000,1,0,1,0,0.0,0,1,0,0,0
15,155000.0,120000,76000,1,0,1,0,1.0,0,0,0,0,1
14,202692.3076923077,200000,100000,1,0,1,0,1.0,0,1,0,0,0
12,494230.6923076923,450000,110000,1,0,1,0,1.0,0,1,0,0,0
12,486538.3846153846,550000,80000,1,0,1,0,1.0,0,1,0,0,0
12,111517.1724137931,220000,80000,1,0,1,0,1.0,0,0,0,0,1
23,30000.0,40000,30000,1,0,1,0,0.0,0,0,0,0,1
7,473912.54207436397,300000,20000,0,0,1,0,0.0,0,0,0,0,1
6,473912.54207436397,630000,40000,1,0,1,0,0.0,0,1,0,0,0
7,491113.1698113208,610000,40000,1,0,1,0,1.0,0,1,0,0,0
5,550000.0,660000,7000,1,0,1,0,1.0,0,0,0,0,1
12,473912.54207436397,220000,80000,1,0,1,0,1.0,0,0,0,1,0
13,185000.0,138000,90000,1,0,1,0,1.0,0,1,0,0,0
11,149000.0,210000,13770,1,0,1,0,0.0,0,1,0,0,0
19,473912.54207436397,125000,34000,1,1,0,0,0.0,0,0,0,0,1
16,144323.0,125000,102000,1,1,0,0,0.0,0,0,0,0,1
10,620000.0,725000,110000,1,0,1,0,0.0,0,1,0,0,0
13,196999.875,170000,90000,1,0,1,0,1.0,0,0,0,0,1
9,893333.3333333334,1200000,70000,1,0,1,0,2.0,0,1,0,0,0
21,153749.75,70000,90000,1,0,1,0,1.0,0,0,0,0,1
17,125317.0487804878,100000,70000,1,0,1,0,1.0,0,0,0,0,1
18,473912.54207436397,300000,80000,1,0,1,0,1.0,0,0,0,0,1
11,378318.1818181818,450000,100000,1,0,1,0,1.0,0,1,0,0,0
9,492622.6037735849,530000,100000,1,0,1,0,0.0,0,1,0,0,0
17,136666.66666666666,100000,143000,1,0,1,0,2.0,0,0,0,0,1
14,424999.8,350000,115000,1,0,1,0,1.0,0,0,0,0,1
13,180000.0,165000,100000,1,0,1,0,1.0,0,1,0,0,0
5,588699.9,475000,120000,1,0,1,0,1.0,0,1,0,0,0
11,473912.54207436397,350000,42000,1,0,1,0,0.0,0,1,0,0,0
8,292000.0,229999,38000,1,0,1,0,0.0,0,0,0,0,1
6,828750.0,800000,35000,1,0,1,0,0.0,0,1,0,0,0
10,588699.9,475000,120000,1,0,1,0,1.0,0,1,0,0,0
10,550000.0,425000,136906,1,0,1,0,0.0,0,1,0,0,0
9,525000.0,660000,97000,1,0,1,0,1.0,0,1,0,0,0
5,473912.54207436397,610000,10000,0,0,1,0,0.0,0,0,0,0,1
11,320200.0,240000,50000,1,0,1,0,2.0,0,0,0,0,1
19,52500.0,70000,60000,1,0,1,0,1.0,0,0,0,0,1
13,473912.54207436397,550000,120000,1,0,1,0,0.0,0,1,0,0,0
14,120000.0,100000,120000,1,0,1,0,1.0,0,0,0,0,1
14,300000.0,350000,90000,1,0,1,0,1.0,0,1,0,0,0
11,244037.03703703705,200000,120000,1,0,1,0,0.0,0,0,0,0,1
5,635000.0,720000,3000,0,0,1,0,0.0,0,0,0,0,1
10,232111.11111111112,350000,133000,1,0,1,0,0.0,0,1,0,0,0
8,298599.96,400000,25000,1,0,1,0,0.0,0,0,0,0,1
7,615000.0,570000,35000,1,0,1,0,0.0,0,0,0,0,1
9,194000.0,130000,70000,1,0,1,0,0.0,0,0,0,0,1
8,239868.0,210000,52000,1,0,1,0,0.0,0,0,0,0,1
6,473912.54207436397,800000,52000,1,0,1,0,0.0,0,1,0,0,0
7,473912.54207436397,700000,39000,1,0,1,0,0.0,0,1,0,0,0
13,193750.0,200000,28689,1,0,1,0,0.0,0,1,0,0,0
10,473912.54207436397,495000,90000,1,0,1,0,1.0,0,1,0,0,0
10,300000.0,325000,80322,1,1,0,0,0.0,0,1,0,0,0
5,473912.54207436397,650000,8000,1,0,1,0,0.0,0,0,0,0,1
17,89600.0,75000,90000,1,0,1,0,1.0,0,0,0,0,1
9,425000.0,350000,61658,1,1,0,0,0.0,0,1,0,0,0
14,473912.54207436397,90000,50000,1,0,1,0,2.0,0,0,0,0,1
8,727857.1428571428,600000,80000,1,0,1,0,0.0,0,1,0,0,0
14,550000.0,400000,185000,1,0,1,0,0.0,0,1,0,0,0
10,449925.8888888889,370000,57000,1,0,1,0,1.0,0,1,0,0,0
20,127500.0,125000,120000,1,0,1,0,1.0,0,0,0,0,1
6,473912.54207436397,1800000,26000,0,0,1,0,0.0,0,1,0,0,0
